order_id,order_date,customer_id,product_id,store_id,discount,quantity,sales_amount
O012984,2026-01-05,C02138,P040,S031,5,4,52637
O012985,2025-06-21,C01841,P022,S026,0,2,6624
O012986,2025-07-05,C01911,P015,S014,0,1,11057
O012987,2024-09-02,C00743,P025,S041,5,4,75642
O012988,2025-08-15,C03161,P064,S041,10,2,3816
O012989,2024-07-30,C01317,P051,S011,0,2,16080
O012990,2025-07-26,C04542,P032,S019,0,1,4596
O012991,2025-04-12,C07567,P095,S010,0,11,40194
O012992,2025-01-25,C07682,P042,S042,10,5,106825
O012993,2025-08-12,C07008,P087,S017,15,6,40698
O012994,2026-01-15,C03806,P017,S018,0,3,19149
O012995,2025-05-05,C09233,P034,S025,20,7,115914
O012996,2024-09-04,C08109,P069,S015,0,3,73161
O012997,2024-07-22,C01732,P047,S047,0,1,10340
O012998,2024-04-16,C09848,P042,S038,25,1,17804
O012999,2025-07-31,C07410,P094,S047,10,10,177228
O013000,2026-01-28,C01568,P050,S045,5,6,3414
O013001,2024-09-17,C01811,P053,S033,5,3,849
O013002,2025-01-28,C07875,P094,S031,5,3,56122
O013003,2024-02-18,C05124,P014,S037,0,1,7568
O013004,2025-06-07,C09687,P089,S047,20,2,7507
O013005,2024-07-01,C08797,P067,S036,5,1,19716
O013006,2025-10-14,C08670,P020,S006,10,2,35946
O013007,2024-04-17,C07281,P061,S044,10,5,81486
O013008,2024-03-25,C05853,P023,S046,5,3,6372
O013009,2025-12-10,C04706,P023,S048,0,11,24596
O013010,2025-12-26,C00142,P021,S008,5,7,58619
O013011,2025-12-12,C04656,P044,S011,25,1,8793
O013012,2024-09-02,C02099,P005,S026,15,3,13662
O013013,2025-08-14,C05390,P052,S029,30,5,48076
O013014,2025-01-15,C01287,P073,S002,0,1,22044
O013015,2024-09-08,C09402,P039,S024,0,2,6126
O013016,2024-07-03,C00808,P022,S018,10,1,2980
O013017,2024-08-17,C07389,P083,S033,10,1,12890
O013018,2024-07-28,C03806,P069,S046,0,2,48774
O013019,2024-10-26,C04505,P068,S021,5,2,23020
O013020,2025-09-26,C00974,P021,S022,0,7,61705
O013021,2024-11-07,C02939,P082,S033,5,4,77630
O013022,2025-07-19,C00086,P005,S032,20,2,8572
O013023,2025-07-07,C07724,P061,S033,5,3,51607
O013024,2025-03-04,C09989,P077,S040,0,1,4773
O013025,2025-12-25,C09500,P090,S014,0,5,71400
O013026,2024-09-16,C08652,P080,S045,5,5,107948
O013027,2025-07-01,C02509,P011,S026,5,3,60556
O013028,2025-01-26,C01145,P067,S027,0,5,103770
O013029,2025-02-08,C07829,P068,S010,0,1,12116
O013030,2024-12-25,C04665,P009,S037,0,4,5148
O013031,2024-11-11,C04646,P094,S050,10,5,88614
O013032,2025-10-21,C05833,P051,S007,5,4,30552
O013033,2025-09-06,C09602,P060,S017,0,2,49044
O013034,2025-08-12,C04267,P045,S043,10,4,22060
O013035,2024-03-26,C09546,P060,S004,0,1,24522
O013036,2025-08-20,C04131,P058,S033,5,2,20134
O013037,2025-09-20,C09417,P076,S016,0,12,177240
O013038,2024-05-12,C01192,P054,S024,0,1,22627
O013039,2024-06-07,C09725,P049,S047,0,10,186990
O013040,2025-08-09,C09440,P013,S021,10,2,27388
O013041,2025-11-11,C05922,P021,S029,0,4,35260
O013042,2025-12-11,C02026,P021,S050,0,7,61705
O013043,2024-05-13,C03512,P027,S015,5,11,77465
O013044,2025-03-23,C05742,P069,S028,0,3,73161
O013045,2025-06-02,C08025,P081,S018,25,5,47328
O013046,2025-08-22,C07873,P055,S008,5,3,56432
O013047,2024-11-22,C03693,P085,S009,5,4,30069
O013048,2025-08-03,C06500,P065,S046,0,2,45864
O013049,2025-12-07,C08160,P016,S044,5,2,17476
O013050,2024-07-24,C04629,P022,S006,10,1,2980
O013051,2024-12-31,C06517,P087,S034,5,5,37905
O013052,2024-10-10,C03484,P020,S003,0,3,59910
O013053,2024-09-07,C01016,P049,S018,0,12,224388
O013054,2025-05-05,C06158,P072,S019,0,4,43068
O013055,2024-03-30,C06359,P046,S009,15,2,31314
O013056,2024-02-21,C02584,P049,S013,0,12,224388
O013057,2024-05-28,C05140,P094,S040,20,11,173289
O013058,2025-04-24,C00928,P066,S005,15,9,9011
O013059,2024-09-12,C09704,P062,S047,0,3,28392
O013060,2025-03-23,C01738,P063,S039,0,2,16176
O013061,2024-10-09,C06580,P032,S036,5,2,8732
O013062,2024-11-30,C03039,P083,S024,0,1,14323
O013063,2025-12-08,C07220,P013,S037,20,5,60864
O013064,2025-09-10,C06501,P042,S044,0,2,47478
O013065,2025-02-13,C01722,P088,S046,20,2,11654
O013066,2024-06-04,C02767,P010,S044,10,11,89406
O013067,2024-06-25,C02826,P047,S011,5,3,29469
O013068,2026-01-20,C06671,P069,S042,10,5,109741
O013069,2025-08-14,C08411,P091,S046,0,5,4250
O013070,2026-01-11,C08714,P060,S010,10,1,22069
O013071,2024-11-06,C00405,P061,S003,0,1,18108
O013072,2024-04-06,C05139,P058,S017,10,2,19074
O013073,2025-11-07,C08772,P025,S005,15,2,33840
O013074,2025-12-05,C06159,P071,S037,5,4,45448
O013075,2024-07-03,C04422,P062,S035,5,4,35963
O013076,2024-12-22,C03698,P061,S040,0,3,54324
O013077,2024-08-09,C05067,P045,S018,5,1,5821
O013078,2025-10-23,C00158,P027,S027,0,10,74130
O013079,2025-10-05,C03176,P052,S026,0,9,123624
O013080,2025-10-16,C05912,P059,S031,0,2,29036
O013081,2024-07-14,C09814,P085,S013,15,5,33630
O013082,2024-04-29,C07044,P043,S016,10,10,108504
O013083,2025-04-23,C07922,P028,S050,10,10,4302
O013084,2025-05-30,C00806,P021,S022,10,3,23800
O013085,2024-09-29,C09498,P034,S016,0,7,144893
O013086,2025-09-22,C08706,P085,S008,15,1,6726
O013087,2024-02-24,C07236,P047,S032,10,5,46530
O013088,2025-06-22,C00504,P027,S018,0,4,29652
O013089,2025-11-02,C07237,P015,S033,20,5,44228
O013090,2025-04-09,C07727,P005,S045,5,2,10180
O013091,2024-07-09,C05987,P064,S046,5,1,2014
O013092,2024-08-11,C05184,P017,S045,0,3,19149
O013093,2024-02-29,C02640,P008,S038,10,1,9141
O013094,2026-02-05,C08958,P057,S030,5,3,67847
O013095,2024-12-14,C00237,P057,S042,0,1,23806
O013096,2025-02-24,C04492,P048,S013,10,2,29860
O013097,2024-03-27,C05961,P088,S013,0,2,14568
O013098,2025-05-04,C01800,P018,S004,5,1,21980
O013099,2024-06-04,C03388,P042,S040,5,1,22552
O013100,2025-07-18,C04000,P069,S042,0,3,73161
O013101,2025-05-12,C01447,P054,S006,10,5,101821
O013102,2025-03-25,C00132,P016,S046,0,1,9198
O013103,2025-08-04,C06370,P085,S037,0,4,31652
O013104,2024-06-29,C05593,P076,S015,5,7,98220
O013105,2024-07-11,C04214,P017,S027,5,2,12127
O013106,2025-04-13,C06060,P044,S032,0,5,58620
O013107,2024-08-30,C01459,P033,S007,5,3,22962
O013108,2024-11-22,C05299,P011,S031,0,3,63744
O013109,2025-06-25,C02023,P040,S024,10,1,12466
O013110,2024-09-11,C01949,P037,S002,10,4,71668
O013111,2026-01-18,C06606,P075,S008,0,1,3325
O013112,2025-01-16,C09813,P028,S007,0,5,2390
O013113,2024-06-07,C06862,P030,S049,0,4,65584
O013114,2024-03-21,C07272,P046,S001,5,1,17499
O013115,2024-08-29,C07868,P078,S038,10,4,70455
O013116,2025-12-17,C09950,P043,S008,10,6,65102
O013117,2026-02-03,C04719,P085,S004,0,4,31652
O013118,2024-04-30,C04151,P096,S030,25,11,158565
O013119,2025-08-11,C00524,P091,S019,25,3,1912
O013120,2025-11-29,C02482,P098,S037,15,2,14077
O013121,2025-05-06,C04485,P008,S020,10,1,9141
O013122,2025-12-09,C06811,P043,S045,5,10,114532
O013123,2025-10-06,C07503,P033,S044,5,4,30616
O013124,2025-11-06,C08538,P055,S013,20,5,79204
O013125,2025-08-24,C02313,P058,S032,0,1,10597
O013126,2024-05-18,C07016,P021,S002,15,10,74927
O013127,2024-07-09,C07272,P047,S013,0,4,41360
O013128,2024-12-21,C09891,P051,S008,0,3,24120
O013129,2024-10-04,C00141,P029,S032,5,1,16201
O013130,2024-05-01,C06893,P016,S048,10,2,16556
O013131,2025-09-04,C07777,P068,S014,10,1,10904
O013132,2025-06-11,C09314,P089,S021,0,3,14076
O013133,2025-06-19,C02884,P069,S033,5,5,115838
O013134,2025-11-28,C07629,P019,S036,5,2,37183
O013135,2025-02-08,C09227,P039,S021,0,2,6126
O013136,2024-11-21,C07462,P070,S006,5,6,67345
O013137,2024-12-06,C09175,P030,S005,10,2,29512
O013138,2025-10-28,C03461,P028,S048,5,7,3178
O013139,2024-11-27,C02585,P063,S030,5,2,15367
O013140,2025-09-30,C04734,P013,S028,5,3,43365
O013141,2024-04-25,C09349,P067,S037,10,1,18678
O013142,2025-09-20,C09770,P064,S041,5,2,4028
O013143,2025-08-09,C06548,P058,S012,10,1,9537
O013144,2024-10-22,C01308,P099,S041,5,12,219393
O013145,2024-09-19,C02853,P068,S011,10,1,10904
O013146,2025-07-14,C02225,P010,S006,15,3,23029
O013147,2024-03-22,C03445,P051,S020,0,2,16080
O013148,2024-07-08,C01252,P070,S027,10,12,127602
O013149,2025-12-02,C09864,P001,S029,15,2,26261
O013150,2026-01-12,C01396,P001,S009,10,5,69516
O013151,2025-01-28,C09207,P007,S040,0,1,15179
O013152,2024-06-21,C04742,P080,S048,0,4,90904
O013153,2025-07-30,C00757,P088,S007,20,1,5827
O013154,2025-03-17,C07305,P004,S021,0,1,259
O013155,2025-03-24,C02621,P016,S018,0,2,18396
O013156,2024-12-23,C02430,P071,S015,10,10,107640
O013157,2025-12-22,C09424,P025,S002,15,1,16920
O013158,2024-08-25,C07806,P015,S033,25,3,24878
O013159,2025-03-31,C04025,P009,S050,5,1,1222
O013160,2025-03-20,C00035,P011,S011,15,1,18060
O013161,2024-09-20,C07434,P071,S006,5,8,90896
O013162,2024-06-29,C00021,P053,S013,5,1,283
O013163,2025-07-29,C02313,P039,S044,5,1,2909
O013164,2025-03-08,C00457,P087,S017,15,3,20349
O013165,2025-06-02,C07288,P003,S041,0,2,15154
O013166,2025-03-23,C07901,P071,S025,10,11,118404
O013167,2025-09-08,C04479,P003,S005,0,2,15154
O013168,2024-07-28,C01063,P012,S014,0,4,44036
O013169,2025-10-08,C07921,P003,S045,25,2,11365
O013170,2025-10-12,C07128,P071,S029,20,10,95680
O013171,2025-11-24,C07190,P023,S030,5,6,12745
O013172,2025-07-18,C09783,P038,S012,0,1,23747
O013173,2024-05-26,C08095,P079,S027,15,1,10772
O013174,2024-08-26,C08239,P087,S031,5,9,68229
O013175,2025-07-27,C04842,P042,S047,5,2,45104
O013176,2026-02-06,C04635,P005,S029,25,5,20092
O013177,2025-10-16,C07650,P041,S027,5,4,66344
O013178,2025-11-16,C05168,P053,S005,0,4,1192
O013179,2025-01-10,C04775,P062,S009,10,3,25552
O013180,2024-09-24,C05080,P093,S026,5,10,82080
O013181,2025-12-08,C07249,P083,S027,0,1,14323
O013182,2024-05-09,C01654,P024,S015,0,5,16760
O013183,2025-08-01,C00045,P087,S015,20,5,31920
O013184,2025-08-21,C04371,P028,S034,0,4,1912
O013185,2025-10-08,C03765,P081,S014,10,4,45435
O013186,2025-02-02,C03033,P009,S002,10,2,2316
O013187,2025-12-04,C04328,P061,S046,5,2,34405
O013188,2025-01-25,C00086,P053,S006,0,5,1490
O013189,2025-09-13,C01614,P017,S047,20,4,20425
O013190,2025-12-22,C06782,P065,S016,0,5,114660
O013191,2024-11-13,C07228,P009,S009,0,2,2574
O013192,2026-01-26,C03292,P070,S044,0,7,82705
O013193,2024-10-17,C08780,P015,S016,15,1,9398
O013194,2024-02-17,C08795,P006,S044,5,3,3619
O013195,2024-10-19,C06782,P018,S022,5,1,21980
O013196,2024-05-09,C03517,P088,S019,10,2,13111
O013197,2025-08-13,C01257,P094,S008,5,4,74829
O013198,2025-09-29,C03036,P083,S044,0,2,28646
O013199,2025-11-04,C07517,P058,S045,5,1,10067
O013200,2025-05-11,C05287,P092,S021,10,5,10912
O013201,2025-07-08,C04956,P023,S003,0,10,22360
O013202,2025-01-02,C09002,P088,S015,5,1,6919
O013203,2025-06-30,C00638,P027,S002,15,8,50408
O013204,2024-12-03,C00153,P077,S022,15,5,20285
O013205,2025-10-20,C05910,P075,S017,15,1,2826
O013206,2026-01-29,C02739,P015,S016,10,2,19902
O013207,2024-09-25,C00139,P030,S047,5,3,46728
O013208,2024-08-05,C06240,P006,S044,5,5,6032
O013209,2025-05-24,C00726,P025,S014,20,2,31849
O013210,2025-03-07,C05701,P031,S049,10,2,13032
O013211,2024-04-04,C02366,P011,S041,0,4,84992
O013212,2024-02-19,C00019,P068,S005,0,2,24232
O013213,2024-03-19,C09629,P079,S021,0,5,63365
O013214,2025-12-01,C01962,P024,S016,10,5,15084
O013215,2024-03-26,C01852,P014,S031,5,3,21568
O013216,2025-07-15,C07113,P024,S032,10,5,15084
O013217,2024-10-07,C05522,P087,S016,0,5,39900
O013218,2024-03-12,C09055,P069,S009,10,3,65844
O013219,2024-04-05,C00101,P026,S037,0,6,35004
O013220,2024-08-21,C08785,P094,S048,0,4,78768
O013221,2025-07-25,C06839,P042,S009,10,4,85460
O013222,2025-12-29,C07136,P048,S021,0,3,49767
O013223,2025-02-17,C06030,P051,S008,10,2,14472
O013224,2026-01-30,C02510,P067,S024,30,2,29055
O013225,2024-11-01,C01956,P018,S016,20,5,92548
O013226,2024-10-27,C09847,P086,S031,10,1,10441
O013227,2025-07-27,C07079,P028,S020,0,4,1912
O013228,2025-08-21,C07544,P030,S005,0,1,16396
O013229,2025-10-05,C04781,P002,S050,25,3,18906
O013230,2025-11-05,C09881,P073,S045,0,2,44088
O013231,2025-07-05,C00911,P065,S002,0,2,45864
O013232,2026-01-20,C06164,P036,S003,15,2,27774
O013233,2025-12-25,C07994,P021,S032,5,8,66994
O013234,2025-02-08,C06716,P062,S025,20,2,15142
O013235,2025-10-29,C06143,P054,S035,5,2,42991
O013236,2025-06-03,C06606,P028,S030,0,8,3824
O013237,2025-04-10,C01182,P100,S015,5,1,13678
O013238,2024-03-03,C07532,P032,S029,10,1,4136
O013239,2025-06-07,C00605,P058,S002,10,1,9537
O013240,2024-11-05,C05850,P070,S006,0,8,94520
O013241,2025-10-25,C02371,P023,S029,15,8,15204
O013242,2024-05-18,C00203,P070,S036,5,5,56121
O013243,2025-04-15,C00243,P064,S022,0,2,4240
O013244,2025-10-14,C09722,P086,S006,5,4,44087
O013245,2024-12-15,C06232,P031,S029,0,1,7240
O013246,2025-09-09,C03741,P019,S017,5,4,74366
O013247,2025-12-06,C02722,P072,S032,0,7,75369
O013248,2025-06-10,C06027,P008,S018,15,2,17266
O013249,2025-01-15,C08852,P084,S025,0,3,4854
O013250,2024-09-29,C08905,P064,S018,5,2,4028
O013251,2025-06-14,C09367,P088,S042,0,1,7284
O013252,2025-01-02,C05220,P077,S046,10,1,4295
O013253,2024-03-07,C08439,P041,S011,0,4,69836
O013254,2025-03-08,C00731,P051,S005,10,1,7236
O013255,2025-11-03,C01561,P007,S027,10,2,27322
O013256,2024-08-02,C09177,P052,S044,5,11,143541
O013257,2025-10-06,C08688,P072,S046,5,8,81829
O013258,2026-01-30,C05409,P091,S006,15,2,1445
O013259,2025-06-01,C06559,P003,S011,0,2,15154
O013260,2025-02-13,C02576,P017,S040,10,3,17234
O013261,2026-01-31,C07509,P005,S029,5,1,5090
O013262,2024-12-13,C01083,P060,S032,10,1,22069
O013263,2024-02-15,C02754,P073,S004,5,1,20941
O013264,2024-07-27,C02959,P070,S005,15,8,80342
O013265,2025-06-08,C08736,P008,S018,0,1,10157
O013266,2024-07-08,C06834,P044,S008,15,1,9965
O013267,2025-06-13,C04315,P026,S023,10,11,57756
O013268,2024-08-30,C05091,P048,S038,10,1,14930
O013269,2024-06-13,C02151,P084,S043,25,5,6067
O013270,2024-06-26,C06104,P026,S012,0,5,29170
O013271,2025-12-30,C00884,P058,S021,0,1,10597
O013272,2024-12-30,C02678,P067,S022,0,5,103770
O013273,2025-07-05,C05239,P058,S032,0,2,21194
O013274,2025-11-19,C03976,P025,S028,5,3,56732
O013275,2024-06-15,C00007,P015,S018,5,5,52520
O013276,2026-01-21,C07646,P011,S003,0,4,84992
O013277,2024-12-20,C09738,P096,S030,20,4,61504
O013278,2024-12-20,C05401,P096,S013,0,7,134540
O013279,2025-04-01,C02090,P006,S001,5,5,6032
O013280,2024-08-12,C04192,P002,S035,20,5,33612
O013281,2025-10-27,C05624,P023,S039,5,5,10621
O013282,2024-05-17,C02294,P093,S026,5,6,49248
O013283,2025-05-20,C07392,P007,S017,10,2,27322
O013284,2024-04-16,C04210,P062,S050,30,2,13249
O013285,2025-09-23,C04426,P030,S032,10,4,59025
O013286,2024-06-30,C03225,P080,S022,10,1,20453
O013287,2025-10-17,C01241,P001,S048,0,4,61792
O013288,2024-08-16,C07518,P077,S039,0,4,19092
O013289,2025-04-17,C03494,P036,S025,10,1,14704
O013290,2025-02-22,C03591,P001,S048,10,5,69516
O013291,2025-06-24,C08909,P022,S032,0,1,3312
O013292,2025-10-07,C08456,P093,S024,5,5,41040
O013293,2024-09-10,C06945,P062,S008,15,2,16088
O013294,2025-05-16,C00318,P080,S044,0,3,68178
O013295,2024-10-21,C02208,P044,S030,10,3,31654
O013296,2024-04-17,C00641,P009,S013,0,3,3861
O013297,2024-05-01,C00859,P089,S023,0,3,14076
O013298,2026-01-13,C04244,P038,S037,0,2,47494
O013299,2025-05-04,C09663,P022,S013,5,2,6292
O013300,2025-01-21,C09167,P041,S030,10,3,47139
O013301,2024-10-29,C09478,P002,S006,0,5,42015
O013302,2024-10-25,C08244,P001,S030,15,5,65654
O013303,2025-07-13,C01020,P010,S034,0,6,54186
O013304,2024-11-07,C07901,P099,S047,0,4,76980
O013305,2024-10-01,C08480,P088,S017,5,2,13839
O013306,2024-04-15,C05374,P050,S024,20,10,4792
O013307,2024-07-13,C06358,P024,S009,5,1,3184
O013308,2024-08-10,C05212,P047,S019,5,2,19646
O013309,2024-03-06,C07773,P046,S031,5,3,52497
O013310,2025-08-24,C04739,P074,S043,10,9,96916
O013311,2026-02-04,C03902,P020,S025,0,4,79880
O013312,2025-09-06,C07903,P076,S033,20,12,141792
O013313,2025-10-24,C04934,P060,S038,15,1,20843
O013314,2025-02-07,C07671,P023,S050,15,4,7602
O013315,2024-10-04,C01550,P023,S037,10,6,12074
O013316,2025-06-13,C04935,P073,S046,5,2,41883
O013317,2024-07-27,C02667,P062,S035,0,3,28392
O013318,2024-02-21,C02454,P004,S032,0,3,777
O013319,2025-09-08,C01568,P093,S022,0,8,69120
O013320,2024-09-02,C03753,P027,S003,0,5,37065
O013321,2024-06-04,C08480,P093,S011,0,5,43200
O013322,2024-10-27,C02474,P057,S024,0,4,95224
O013323,2025-04-02,C00436,P068,S034,0,1,12116
O013324,2025-01-23,C09182,P066,S030,10,5,5301
O013325,2025-10-03,C06225,P071,S015,0,10,119600
O013326,2024-11-23,C02406,P057,S011,10,5,107127
O013327,2024-10-14,C08447,P043,S020,5,10,114532
O013328,2025-09-23,C01835,P048,S024,20,5,66356
O013329,2025-07-24,C07043,P042,S010,10,5,106825
O013330,2025-07-27,C08657,P098,S039,5,2,15733
O013331,2025-08-09,C04352,P012,S035,10,4,39632
O013332,2024-03-26,C00423,P091,S042,5,5,4037
O013333,2025-11-08,C05934,P054,S031,5,2,42991
O013334,2024-04-09,C09481,P086,S027,10,2,20883
O013335,2024-07-12,C06073,P079,S005,15,1,10772
O013336,2024-08-26,C09541,P074,S012,20,12,114864
O013337,2025-12-22,C00555,P035,S034,10,4,31917
O013338,2025-09-08,C00007,P040,S011,20,4,44326
O013339,2025-02-14,C01766,P053,S029,5,1,283
O013340,2026-01-16,C02092,P084,S027,0,4,6472
O013341,2026-01-17,C04831,P032,S043,0,2,9192
O013342,2024-04-26,C01658,P084,S016,15,5,6876
O013343,2025-07-19,C09004,P005,S015,10,3,14466
O013344,2024-04-10,C06095,P029,S013,0,4,68216
O013345,2025-02-10,C07464,P091,S033,5,4,3230
O013346,2025-02-13,C09421,P090,S005,10,3,38556
O013347,2024-10-01,C01963,P011,S030,30,4,59494
O013348,2024-03-06,C00491,P029,S050,5,4,64805
O013349,2025-06-04,C08510,P020,S050,20,2,31952
O013350,2024-11-29,C08083,P043,S049,0,4,48224
O013351,2024-10-12,C02549,P070,S026,10,7,74434
O013352,2024-04-15,C09409,P008,S009,10,1,9141
O013353,2024-03-31,C08525,P045,S005,20,2,9804
O013354,2024-12-03,C01177,P066,S035,5,3,3357
O013355,2024-10-02,C06100,P062,S039,15,3,24133
O013356,2024-09-21,C02601,P055,S040,5,5,94054
O013357,2025-07-03,C03095,P091,S001,10,1,765
O013358,2026-01-01,C02264,P038,S039,0,1,23747
O013359,2024-07-03,C01067,P084,S003,15,2,2750
O013360,2025-07-22,C05745,P094,S009,25,3,44307
O013361,2025-09-08,C02791,P093,S026,10,9,69984
O013362,2025-03-22,C07080,P066,S002,0,10,11780
O013363,2025-04-05,C01674,P015,S028,0,3,33171
O013364,2024-03-06,C02364,P033,S020,0,2,16114
O013365,2025-03-24,C03724,P011,S026,10,3,57369
O013366,2025-04-12,C03502,P040,S014,10,5,62334
O013367,2025-05-28,C02815,P088,S002,10,2,13111
O013368,2024-09-01,C06643,P041,S021,10,1,15713
O013369,2025-07-19,C00349,P079,S019,20,1,10138
O013370,2025-07-31,C02123,P005,S046,5,2,10180
O013371,2025-07-23,C04134,P073,S015,5,1,20941
O013372,2024-12-18,C00212,P004,S032,0,5,1295
O013373,2024-12-05,C03530,P091,S036,30,4,2380
O013374,2026-01-16,C07738,P068,S014,20,1,9692
O013375,2024-03-12,C06350,P037,S035,0,4,79632
O013376,2025-03-30,C04101,P013,S009,0,1,15216
O013377,2024-05-06,C09459,P021,S034,10,12,95202
O013378,2024-09-11,C00148,P011,S037,0,5,106240
O013379,2025-11-11,C01710,P076,S031,0,8,118160
O013380,2024-03-30,C03023,P014,S025,15,1,6432
O013381,2024-08-04,C03991,P036,S041,5,2,31042
O013382,2025-04-25,C07855,P013,S044,0,3,45648
O013383,2025-07-30,C03837,P059,S010,5,5,68960
O013384,2025-10-06,C08184,P069,S034,0,5,121935
O013385,2024-12-12,C04524,P021,S049,5,6,50245
O013386,2025-11-28,C00369,P073,S015,0,2,44088
O013387,2025-05-10,C07145,P097,S047,0,5,74150
O013388,2024-04-10,C01471,P064,S002,25,1,1590
O013389,2024-07-02,C02598,P055,S038,5,2,37621
O013390,2025-01-30,C01303,P081,S026,0,2,25242
O013391,2025-01-06,C01895,P091,S042,20,1,680
O013392,2025-01-21,C02525,P065,S035,5,2,43570
O013393,2024-12-24,C01089,P051,S045,10,5,36180
O013394,2025-04-07,C05706,P069,S032,0,2,48774
O013395,2025-10-10,C01327,P076,S032,0,5,73850
O013396,2025-07-17,C07485,P025,S043,5,2,37821
O013397,2025-06-17,C04270,P025,S028,5,4,75642
O013398,2025-07-04,C07583,P012,S044,5,1,10458
O013399,2025-10-25,C09476,P011,S027,15,3,54182
O013400,2024-02-27,C03357,P094,S015,10,5,88614
O013401,2024-04-05,C06217,P048,S024,25,2,24883
O013402,2025-10-31,C01103,P091,S021,5,1,807
O013403,2025-08-06,C01068,P081,S001,5,2,23979
O013404,2025-11-19,C00745,P094,S021,15,11,184120
O013405,2024-05-30,C03075,P003,S023,0,1,7577
O013406,2024-09-06,C02491,P075,S022,10,1,2992
O013407,2025-10-30,C07545,P049,S050,5,4,71056
O013408,2025-06-18,C03765,P033,S031,5,5,38270
O013409,2026-01-28,C06022,P047,S050,0,2,20680
O013410,2025-09-09,C02863,P073,S029,0,2,44088
O013411,2024-06-16,C09075,P018,S039,20,1,18509
O013412,2025-08-01,C05956,P001,S047,0,1,15448
O013413,2024-04-22,C06869,P070,S001,5,8,89794
O013414,2025-07-28,C02561,P098,S001,10,1,7452
O013415,2025-08-02,C04792,P005,S050,0,5,26790
O013416,2024-12-28,C03835,P003,S018,5,2,14396
O013417,2024-11-12,C02775,P090,S041,20,11,125664
O013418,2025-07-03,C08269,P070,S049,15,5,50213
O013419,2026-01-22,C03115,P011,S011,15,3,54182
O013420,2025-09-07,C05705,P075,S047,5,1,3158
O013421,2024-08-01,C01013,P040,S044,10,4,49867
O013422,2025-12-01,C04286,P064,S037,0,1,2120
O013423,2025-04-11,C09067,P080,S006,15,2,38634
O013424,2024-10-11,C04358,P084,S012,0,2,3236
O013425,2025-12-22,C03557,P084,S035,0,3,4854
O013426,2025-08-22,C02326,P090,S041,15,10,121380
O013427,2025-02-21,C06958,P058,S041,5,2,20134
O013428,2024-07-06,C09918,P099,S008,10,10,173205
O013429,2025-11-18,C03989,P025,S043,25,5,74647
O013430,2025-09-02,C02355,P030,S001,0,5,81980
O013431,2024-10-09,C06694,P040,S043,20,5,55408
O013432,2024-09-20,C02395,P025,S002,0,3,59718
O013433,2025-08-31,C05543,P010,S035,10,6,48767
O013434,2025-10-09,C04522,P057,S034,5,3,67847
O013435,2025-04-14,C00042,P035,S042,10,12,95752
O013436,2024-11-11,C01849,P027,S016,0,6,44478
O013437,2025-09-04,C04192,P068,S042,10,1,10904
O013438,2025-09-16,C07431,P062,S008,10,1,8517
O013439,2024-10-19,C02867,P080,S006,0,4,90904
O013440,2025-05-23,C09839,P029,S040,10,5,76743
O013441,2024-04-25,C06894,P099,S004,5,11,201110
O013442,2025-10-08,C08397,P021,S023,15,12,89913
O013443,2025-05-10,C03335,P041,S014,0,1,17459
O013444,2024-06-20,C03660,P031,S025,10,1,6516
O013445,2025-03-26,C07080,P019,S036,5,3,55774
O013446,2026-01-11,C00655,P038,S034,10,1,21372
O013447,2024-10-16,C02363,P032,S038,0,2,9192
O013448,2025-07-18,C09585,P004,S012,0,5,1295
O013449,2024-06-30,C08076,P078,S021,10,3,52841
O013450,2024-05-05,C05372,P065,S045,0,3,68796
O013451,2025-06-17,C05453,P083,S015,15,1,12174
O013452,2025-02-03,C04840,P048,S045,10,1,14930
O013453,2025-01-25,C07594,P032,S017,0,2,9192
O013454,2025-03-10,C00285,P008,S050,5,2,19298
O013455,2025-03-29,C09533,P005,S024,30,5,18753
O013456,2025-03-31,C00512,P072,S028,0,9,96903
O013457,2024-06-18,C04125,P049,S031,0,4,74796
O013458,2025-02-26,C03079,P070,S044,5,4,44897
O013459,2024-06-02,C04638,P099,S031,5,8,146262
O013460,2024-04-28,C08407,P053,S021,5,3,849
O013461,2025-07-19,C05120,P060,S033,5,2,46591
O013462,2025-07-10,C03332,P061,S010,10,1,16297
O013463,2024-10-19,C02309,P062,S002,10,2,17035
O013464,2024-11-05,C01838,P075,S011,0,2,6650
O013465,2025-02-13,C08011,P013,S015,5,4,57820
O013466,2024-09-09,C05120,P089,S049,0,3,14076
O013467,2025-06-25,C05737,P051,S025,10,2,14472
O013468,2025-10-06,C00566,P029,S034,10,4,61394
O013469,2024-03-17,C07640,P020,S023,15,4,67898
O013470,2024-10-10,C08993,P035,S043,15,12,90433
O013471,2024-04-07,C01279,P090,S028,30,11,109956
O013472,2024-10-10,C09494,P084,S004,0,5,8090
O013473,2025-04-08,C07192,P041,S003,15,3,44520
O013474,2024-12-08,C05085,P044,S014,20,2,18758
O013475,2025-03-02,C03505,P044,S029,20,1,9379
O013476,2025-04-30,C09184,P006,S021,0,5,6350
O013477,2024-06-13,C05614,P063,S017,10,2,14558
O013478,2025-02-15,C06518,P017,S006,15,4,21702
O013479,2024-11-16,C06906,P091,S045,0,5,4250
O013480,2024-05-07,C00377,P041,S050,5,4,66344
O013481,2025-04-14,C08143,P083,S048,5,1,13606
O013482,2024-06-05,C01105,P096,S005,0,9,172980
