customer_id,city,repeat_customer,avg_rating
C02221,Hyderabad,Yes,4
C02222,Warangal,Yes,4
C02223,Guntur,Yes,3
C02224,Delhi,Yes,3
C02225,Mumbai,Yes,3
C02226,Hyderabad,No,5
C02227,Bangalore,Yes,4
C02228,Vijayawada,Yes,2
C02229,Pune,Yes,5
C02230,Hyderabad,Yes,1
C02231,Vizag,No,3
C02232,Mumbai,Yes,5
C02233,Vizag,Yes,5
C02234,Vijayawada,Yes,4
C02235,Delhi,Yes,4
C02236,Warangal,Yes,3
C02237,Warangal,Yes,5
C02238,Vizag,Yes,4
C02239,Guntur,Yes,3
C02240,Delhi,Yes,4
C02241,Warangal,Yes,5
C02242,Delhi,Yes,5
C02243,Hyderabad,Yes,4
C02244,Delhi,No,4
C02245,Chennai,Yes,1
C02246,Vijayawada,Yes,4
C02247,Warangal,Yes,4
C02248,Delhi,Yes,1
C02249,Vizag,Yes,5
C02250,Bangalore,No,5
C02251,Chennai,Yes,3
C02252,Chennai,Yes,5
C02253,Guntur,Yes,4
C02254,Delhi,No,4
C02255,Guntur,Yes,5
C02256,Guntur,Yes,3
C02257,Bangalore,No,4
C02258,Hyderabad,No,3
C02259,Delhi,No,4
C02260,Mumbai,Yes,4
C02261,Warangal,Yes,2
C02262,Guntur,Yes,3
C02263,Vijayawada,Yes,3
C02264,Pune,Yes,2
C02265,Vijayawada,No,2
C02266,Bangalore,No,4
C02267,Bangalore,Yes,5
C02268,Vizag,Yes,5
C02269,Hyderabad,Yes,5
C02270,Warangal,No,5
C02271,Guntur,Yes,2
C02272,Vijayawada,No,4
C02273,Pune,Yes,4
C02274,Bangalore,Yes,2
C02275,Bangalore,No,4
C02276,Hyderabad,Yes,4
C02277,Pune,Yes,5
C02278,Pune,No,4
C02279,Hyderabad,Yes,5
C02280,Bangalore,Yes,2
C02281,Warangal,Yes,1
C02282,Delhi,Yes,5
C02283,Delhi,No,2
C02284,Hyderabad,No,3
C02285,Pune,No,4
C02286,Guntur,Yes,5
C02287,Hyderabad,Yes,3
C02288,Warangal,Yes,1
C02289,Hyderabad,No,4
C02290,Chennai,Yes,4
C02291,Vijayawada,Yes,3
C02292,Pune,No,5
C02293,Vizag,Yes,4
C02294,Vizag,Yes,5
C02295,Pune,Yes,3
C02296,Warangal,No,4
C02297,Chennai,Yes,5
C02298,Chennai,No,4
C02299,Bangalore,Yes,3
C02300,Vijayawada,No,5
C02301,Delhi,Yes,4
C02302,Mumbai,Yes,5
C02303,Warangal,No,2
C02304,Mumbai,No,4
C02305,Mumbai,Yes,5
C02306,Pune,No,4
C02307,Vizag,No,3
C02308,Vizag,Yes,2
C02309,Delhi,Yes,3
C02310,Pune,No,3
C02311,Mumbai,Yes,4
C02312,Guntur,Yes,3
C02313,Vizag,No,2
C02314,Warangal,Yes,3
C02315,Warangal,Yes,4
C02316,Bangalore,No,4
C02317,Hyderabad,Yes,4
C02318,Guntur,No,5
C02319,Vizag,No,3
C02320,Chennai,Yes,4
C02321,Vizag,Yes,3
C02322,Bangalore,Yes,1
C02323,Warangal,Yes,4
C02324,Mumbai,Yes,5
C02325,Chennai,Yes,1
C02326,Pune,Yes,1
C02327,Vijayawada,Yes,4
C02328,Mumbai,Yes,4
C02329,Vijayawada,Yes,4
C02330,Guntur,Yes,4
C02331,Hyderabad,Yes,5
C02332,Chennai,Yes,3
C02333,Delhi,Yes,3
C02334,Chennai,Yes,3
C02335,Vizag,No,4
C02336,Warangal,Yes,3
C02337,Vizag,Yes,5
C02338,Vizag,Yes,4
C02339,Guntur,Yes,3
C02340,Mumbai,Yes,2
C02341,Delhi,No,4
C02342,Delhi,Yes,3
C02343,Vizag,No,5
C02344,Vijayawada,Yes,4
C02345,Guntur,Yes,3
C02346,Vizag,Yes,4
C02347,Hyderabad,Yes,2
C02348,Warangal,Yes,4
C02349,Mumbai,Yes,2
C02350,Pune,Yes,4
C02351,Hyderabad,Yes,4
C02352,Vijayawada,Yes,4
C02353,Chennai,Yes,4
C02354,Chennai,Yes,1
C02355,Hyderabad,Yes,4
C02356,Vizag,No,4
C02357,Pune,Yes,4
C02358,Bangalore,Yes,5
C02359,Bangalore,Yes,2
C02360,Vijayawada,No,4
C02361,Vizag,Yes,4
C02362,Delhi,Yes,4
C02363,Delhi,Yes,4
C02364,Mumbai,Yes,3
C02365,Pune,Yes,4
C02366,Pune,Yes,2
C02367,Chennai,No,4
C02368,Guntur,Yes,4
C02369,Vijayawada,Yes,3
C02370,Bangalore,Yes,4
C02371,Vijayawada,Yes,3
C02372,Delhi,Yes,4
C02373,Delhi,Yes,4
C02374,Hyderabad,Yes,4
C02375,Mumbai,Yes,5
C02376,Pune,Yes,4
C02377,Warangal,Yes,3
C02378,Vijayawada,Yes,5
C02379,Delhi,Yes,3
C02380,Guntur,No,4
C02381,Chennai,Yes,5
C02382,Bangalore,Yes,4
C02383,Mumbai,No,3
C02384,Guntur,Yes,3
C02385,Mumbai,No,3
C02386,Hyderabad,Yes,3
C02387,Warangal,Yes,3
C02388,Delhi,Yes,4
C02389,Chennai,No,3
C02390,Guntur,Yes,5
C02391,Mumbai,No,5
C02392,Pune,Yes,5
C02393,Hyderabad,No,3
C02394,Pune,Yes,4
C02395,Chennai,Yes,3
C02396,Guntur,No,3
C02397,Hyderabad,No,4
C02398,Guntur,Yes,5
C02399,Delhi,Yes,2
C02400,Vizag,Yes,3
C02401,Hyderabad,Yes,3
C02402,Pune,Yes,4
C02403,Chennai,Yes,5
C02404,Warangal,Yes,2
C02405,Delhi,No,3
C02406,Vizag,Yes,5
C02407,Warangal,Yes,3
C02408,Bangalore,Yes,4
C02409,Delhi,Yes,2
C02410,Chennai,Yes,4
C02411,Mumbai,Yes,4
C02412,Hyderabad,Yes,4
C02413,Guntur,No,3
C02414,Chennai,Yes,3
C02415,Hyderabad,No,3
C02416,Warangal,No,4
C02417,Guntur,No,5
C02418,Vijayawada,Yes,5
C02419,Pune,Yes,2
C02420,Bangalore,Yes,5
C02421,Delhi,Yes,2
C02422,Chennai,Yes,4
C02423,Bangalore,Yes,4
C02424,Mumbai,Yes,2
C02425,Hyderabad,Yes,1
C02426,Hyderabad,Yes,3
C02427,Chennai,No,4
C02428,Vizag,Yes,4
C02429,Vizag,Yes,4
C02430,Vijayawada,Yes,5
C02431,Pune,No,4
C02432,Guntur,Yes,4
C02433,Mumbai,Yes,4
C02434,Bangalore,Yes,1
C02435,Vizag,Yes,3
C02436,Vijayawada,Yes,4
C02437,Vijayawada,No,4
C02438,Chennai,No,5
C02439,Mumbai,No,3
C02440,Warangal,No,2
C02441,Guntur,Yes,2
C02442,Pune,No,3
C02443,Delhi,Yes,4
C02444,Chennai,Yes,5
C02445,Guntur,Yes,4
C02446,Delhi,Yes,4
C02447,Delhi,Yes,4
C02448,Mumbai,Yes,2
C02449,Mumbai,Yes,5
C02450,Bangalore,No,4
C02451,Vijayawada,Yes,3
C02452,Guntur,Yes,4
C02453,Chennai,No,4
C02454,Hyderabad,Yes,2
C02455,Chennai,No,3
C02456,Bangalore,Yes,3
C02457,Pune,No,3
C02458,Vijayawada,Yes,3
C02459,Hyderabad,Yes,4
C02460,Vizag,Yes,4
C02461,Pune,Yes,4
C02462,Mumbai,No,5
C02463,Delhi,Yes,4
C02464,Vizag,Yes,4
C02465,Chennai,Yes,5
C02466,Chennai,No,4
C02467,Mumbai,Yes,3
C02468,Bangalore,No,3
C02469,Guntur,Yes,4
C02470,Vizag,Yes,4
C02471,Vizag,Yes,5
C02472,Warangal,No,4
C02473,Pune,No,5
C02474,Vijayawada,Yes,2
C02475,Pune,Yes,4
C02476,Guntur,No,5
C02477,Chennai,Yes,3
C02478,Chennai,Yes,3
C02479,Chennai,Yes,3
C02480,Warangal,Yes,4
C02481,Chennai,Yes,2
C02482,Guntur,Yes,4
C02483,Mumbai,Yes,2
C02484,Vijayawada,No,4
C02485,Guntur,Yes,5
C02486,Vijayawada,No,3
C02487,Guntur,Yes,1
C02488,Chennai,Yes,4
C02489,Mumbai,Yes,4
C02490,Vizag,No,3
C02491,Pune,Yes,4
C02492,Delhi,No,5
C02493,Mumbai,Yes,3
C02494,Vizag,Yes,3
C02495,Bangalore,No,4
C02496,Guntur,Yes,4
C02497,Bangalore,Yes,1
C02498,Vizag,No,4
C02499,Mumbai,Yes,5
C02500,Guntur,Yes,3
C02501,Delhi,No,4
C02502,Chennai,Yes,1
C02503,Guntur,No,4
C02504,Guntur,Yes,4
C02505,Mumbai,No,4
C02506,Mumbai,Yes,4
C02507,Vizag,No,3
C02508,Hyderabad,Yes,4
C02509,Guntur,Yes,4
C02510,Pune,Yes,3
C02511,Guntur,Yes,5
C02512,Vizag,No,1
C02513,Vijayawada,No,4
C02514,Bangalore,Yes,3
C02515,Chennai,No,4
C02516,Hyderabad,Yes,3
C02517,Delhi,Yes,3
C02518,Delhi,Yes,1
C02519,Delhi,Yes,4
C02520,Mumbai,Yes,4
C02521,Delhi,No,4
C02522,Chennai,Yes,5
C02523,Bangalore,Yes,5
C02524,Delhi,Yes,4
C02525,Guntur,No,4
C02526,Guntur,Yes,1
C02527,Mumbai,Yes,5
C02528,Chennai,Yes,5
C02529,Bangalore,No,1
C02530,Hyderabad,Yes,4
C02531,Vizag,No,5
C02532,Bangalore,Yes,3
C02533,Vizag,No,3
C02534,Vijayawada,Yes,3
C02535,Vizag,Yes,3
C02536,Pune,Yes,1
C02537,Guntur,Yes,3
C02538,Chennai,Yes,3
C02539,Warangal,No,5
C02540,Mumbai,No,3
C02541,Pune,No,4
C02542,Vizag,Yes,3
C02543,Delhi,Yes,2
C02544,Chennai,Yes,5
C02545,Pune,Yes,5
C02546,Mumbai,No,4
C02547,Guntur,Yes,4
C02548,Chennai,No,4
C02549,Mumbai,Yes,3
C02550,Vijayawada,No,2
C02551,Vijayawada,Yes,4
C02552,Mumbai,No,5
C02553,Pune,Yes,3
C02554,Chennai,Yes,4
C02555,Pune,No,1
C02556,Hyderabad,Yes,2
C02557,Vizag,Yes,4
C02558,Hyderabad,Yes,3
C02559,Vijayawada,Yes,5
C02560,Guntur,Yes,4
C02561,Bangalore,Yes,3
C02562,Vizag,Yes,4
C02563,Vijayawada,Yes,4
C02564,Pune,Yes,1
C02565,Pune,Yes,4
C02566,Pune,No,4
C02567,Guntur,No,2
C02568,Hyderabad,Yes,5
C02569,Bangalore,Yes,3
C02570,Pune,Yes,3
C02571,Warangal,No,4
C02572,Vizag,Yes,3
C02573,Chennai,Yes,4
C02574,Warangal,Yes,4
C02575,Bangalore,Yes,2
C02576,Guntur,Yes,5
C02577,Bangalore,Yes,4
C02578,Chennai,Yes,4
C02579,Vizag,Yes,3
C02580,Chennai,Yes,2
C02581,Mumbai,No,4
C02582,Vizag,Yes,5
C02583,Bangalore,Yes,2
C02584,Pune,Yes,4
C02585,Bangalore,Yes,4
C02586,Bangalore,Yes,3
C02587,Vizag,Yes,4
C02588,Mumbai,No,2
C02589,Bangalore,Yes,3
C02590,Warangal,Yes,1
C02591,Vijayawada,Yes,3
C02592,Delhi,Yes,3
C02593,Delhi,No,5
C02594,Bangalore,Yes,4
C02595,Warangal,Yes,2
C02596,Pune,No,4
C02597,Guntur,No,4
C02598,Guntur,Yes,3
C02599,Vizag,Yes,1
C02600,Delhi,Yes,2
C02601,Bangalore,Yes,3
C02602,Guntur,No,5
C02603,Bangalore,Yes,4
C02604,Vizag,Yes,5
C02605,Delhi,Yes,4
C02606,Chennai,Yes,3
C02607,Vijayawada,Yes,5
C02608,Vijayawada,No,2
C02609,Guntur,Yes,1
C02610,Vijayawada,Yes,4
C02611,Chennai,No,3
C02612,Bangalore,Yes,3
C02613,Vizag,No,4
C02614,Chennai,Yes,5
C02615,Vizag,Yes,3
C02616,Vizag,Yes,3
C02617,Delhi,No,4
C02618,Bangalore,Yes,4
C02619,Warangal,Yes,3
C02620,Vijayawada,No,5
C02621,Warangal,Yes,4
C02622,Delhi,Yes,4
C02623,Vizag,Yes,5
C02624,Guntur,Yes,5
C02625,Vijayawada,Yes,2
C02626,Vijayawada,Yes,2
C02627,Bangalore,No,4
C02628,Mumbai,No,5
C02629,Hyderabad,Yes,4
C02630,Hyderabad,No,4
C02631,Hyderabad,Yes,4
C02632,Mumbai,Yes,3
C02633,Bangalore,Yes,5
C02634,Mumbai,Yes,4
C02635,Hyderabad,No,5
C02636,Delhi,Yes,4
C02637,Chennai,Yes,5
C02638,Vizag,Yes,3
C02639,Mumbai,Yes,4
C02640,Bangalore,Yes,5
C02641,Bangalore,Yes,4
C02642,Warangal,Yes,4
C02643,Chennai,No,2
C02644,Guntur,Yes,4
C02645,Vijayawada,Yes,5
C02646,Hyderabad,Yes,3
C02647,Guntur,No,4
C02648,Warangal,Yes,4
C02649,Hyderabad,No,3
C02650,Chennai,No,3
C02651,Warangal,No,4
C02652,Hyderabad,No,2
C02653,Chennai,No,5
C02654,Pune,Yes,4
C02655,Guntur,No,3
C02656,Guntur,Yes,3
C02657,Vijayawada,No,4
C02658,Chennai,Yes,4
C02659,Mumbai,Yes,3
C02660,Pune,Yes,4
C02661,Delhi,Yes,5
C02662,Hyderabad,Yes,2
C02663,Pune,Yes,3
C02664,Chennai,No,5
C02665,Vizag,Yes,1
C02666,Hyderabad,Yes,5
C02667,Bangalore,No,3
C02668,Guntur,Yes,3
C02669,Chennai,Yes,1
C02670,Bangalore,Yes,2
C02671,Vijayawada,No,3
C02672,Warangal,Yes,1
C02673,Delhi,Yes,3
C02674,Delhi,Yes,1
C02675,Bangalore,Yes,4
C02676,Guntur,Yes,5
C02677,Vijayawada,No,5
C02678,Vizag,No,4
C02679,Guntur,Yes,5
C02680,Pune,Yes,1
C02681,Delhi,No,2
C02682,Pune,Yes,3
C02683,Hyderabad,Yes,4
C02684,Mumbai,Yes,5
C02685,Chennai,Yes,4
C02686,Vijayawada,No,3
C02687,Guntur,Yes,4
C02688,Delhi,Yes,3
C02689,Pune,Yes,4
C02690,Warangal,No,4
C02691,Hyderabad,Yes,2
C02692,Chennai,Yes,1
C02693,Chennai,Yes,4
C02694,Guntur,Yes,4
C02695,Vijayawada,Yes,3
C02696,Vizag,Yes,4
C02697,Warangal,Yes,5
C02698,Guntur,Yes,3
C02699,Pune,No,2
C02700,Mumbai,Yes,4
C02701,Bangalore,Yes,4
C02702,Vizag,Yes,1
C02703,Vijayawada,Yes,3
C02704,Hyderabad,Yes,3
C02705,Vizag,No,4
C02706,Delhi,No,3
C02707,Vijayawada,Yes,4
C02708,Mumbai,Yes,5
C02709,Delhi,Yes,5
C02710,Vizag,Yes,4
C02711,Bangalore,Yes,4
C02712,Bangalore,Yes,5
C02713,Mumbai,No,5
C02714,Chennai,Yes,5
C02715,Warangal,Yes,3
C02716,Hyderabad,No,1
C02717,Chennai,Yes,5
C02718,Bangalore,Yes,5
C02719,Bangalore,Yes,4
C02720,Pune,Yes,5
C02721,Delhi,No,4
C02722,Vizag,No,4
C02723,Hyderabad,No,3
C02724,Mumbai,No,4
C02725,Vizag,Yes,4
C02726,Pune,No,5
C02727,Bangalore,No,4
C02728,Mumbai,Yes,5
C02729,Bangalore,Yes,5
C02730,Hyderabad,Yes,2
C02731,Delhi,Yes,2
C02732,Vizag,Yes,4
C02733,Vizag,No,3
C02734,Chennai,No,4
C02735,Mumbai,Yes,2
C02736,Warangal,Yes,3
C02737,Pune,No,2
C02738,Warangal,Yes,3
C02739,Chennai,Yes,2
C02740,Hyderabad,No,5
C02741,Pune,No,3
C02742,Delhi,No,5
C02743,Warangal,Yes,5
C02744,Delhi,Yes,5
C02745,Warangal,No,4
C02746,Delhi,Yes,4
C02747,Warangal,No,3
C02748,Delhi,Yes,2
C02749,Chennai,Yes,5
C02750,Vijayawada,Yes,1
C02751,Pune,Yes,5
C02752,Mumbai,No,4
C02753,Hyderabad,Yes,4
C02754,Guntur,No,2
C02755,Bangalore,No,4
C02756,Mumbai,Yes,4
C02757,Bangalore,No,4
C02758,Pune,Yes,4
C02759,Mumbai,No,2
C02760,Delhi,Yes,3
C02761,Delhi,Yes,3
C02762,Guntur,Yes,1
C02763,Bangalore,Yes,1
C02764,Hyderabad,No,3
C02765,Pune,Yes,4
C02766,Delhi,Yes,4
C02767,Vijayawada,Yes,3
C02768,Chennai,No,4
C02769,Chennai,Yes,4
C02770,Warangal,Yes,4
C02771,Hyderabad,Yes,4
C02772,Chennai,Yes,3
C02773,Warangal,No,2
C02774,Bangalore,No,3
C02775,Delhi,No,3
C02776,Delhi,Yes,4
C02777,Vijayawada,No,5
C02778,Mumbai,Yes,3
C02779,Chennai,No,4
C02780,Bangalore,Yes,5
C02781,Vizag,Yes,3
C02782,Chennai,Yes,5
C02783,Hyderabad,Yes,2
C02784,Mumbai,Yes,5
C02785,Chennai,No,3
C02786,Bangalore,Yes,3
C02787,Chennai,No,4
C02788,Hyderabad,Yes,5
C02789,Vizag,Yes,3
C02790,Pune,No,4
C02791,Guntur,Yes,4
C02792,Vizag,Yes,3
C02793,Warangal,No,4
C02794,Chennai,Yes,4
C02795,Delhi,Yes,3
C02796,Vijayawada,No,4
C02797,Delhi,Yes,5
C02798,Vizag,No,4
C02799,Delhi,Yes,5
C02800,Bangalore,Yes,2
C02801,Delhi,Yes,1
C02802,Mumbai,No,5
C02803,Pune,Yes,5
C02804,Chennai,No,2
C02805,Delhi,Yes,3
C02806,Hyderabad,Yes,5
C02807,Pune,No,2
C02808,Pune,Yes,3
C02809,Delhi,Yes,4
C02810,Pune,Yes,5
C02811,Vijayawada,Yes,4
C02812,Delhi,Yes,4
C02813,Bangalore,Yes,3
C02814,Vizag,Yes,4
C02815,Mumbai,Yes,2
C02816,Guntur,Yes,5
C02817,Warangal,Yes,4
C02818,Pune,No,4
C02819,Bangalore,No,5
C02820,Chennai,Yes,1
C02821,Chennai,Yes,5
C02822,Warangal,No,3
C02823,Mumbai,Yes,3
C02824,Pune,Yes,2
C02825,Vijayawada,Yes,5
C02826,Warangal,No,5
C02827,Mumbai,Yes,1
C02828,Pune,No,2
C02829,Bangalore,No,5
C02830,Vizag,Yes,2
C02831,Vijayawada,No,4
C02832,Guntur,Yes,4
C02833,Chennai,Yes,5
C02834,Hyderabad,Yes,4
C02835,Bangalore,Yes,4
C02836,Chennai,Yes,5
C02837,Delhi,Yes,3
C02838,Hyderabad,Yes,3
C02839,Chennai,Yes,2
C02840,Mumbai,Yes,5
C02841,Vijayawada,No,4
C02842,Chennai,Yes,1
C02843,Guntur,Yes,4
C02844,Vizag,Yes,4
C02845,Mumbai,Yes,5
C02846,Bangalore,Yes,3
C02847,Bangalore,Yes,4
C02848,Bangalore,Yes,4
C02849,Bangalore,Yes,1
C02850,Vizag,No,5
C02851,Chennai,No,2
C02852,Pune,Yes,4
C02853,Chennai,No,4
C02854,Delhi,Yes,4
C02855,Vijayawada,Yes,2
C02856,Hyderabad,No,5
C02857,Pune,Yes,3
C02858,Pune,Yes,4
C02859,Chennai,Yes,4
C02860,Pune,Yes,5
C02861,Warangal,Yes,4
C02862,Warangal,Yes,3
C02863,Delhi,Yes,5
C02864,Hyderabad,Yes,3
C02865,Guntur,No,1
C02866,Vizag,Yes,5
C02867,Chennai,No,4
C02868,Vizag,Yes,2
C02869,Guntur,No,4
C02870,Chennai,No,2
C02871,Chennai,Yes,1
C02872,Hyderabad,Yes,2
C02873,Vizag,Yes,4
C02874,Warangal,No,4
C02875,Bangalore,Yes,4
C02876,Vizag,Yes,3
C02877,Vijayawada,Yes,4
C02878,Vijayawada,No,4
C02879,Chennai,Yes,4
C02880,Bangalore,Yes,5
C02881,Mumbai,Yes,4
C02882,Guntur,No,4
C02883,Delhi,Yes,5
C02884,Bangalore,Yes,4
C02885,Delhi,Yes,4
C02886,Vizag,Yes,4
C02887,Vizag,No,3
C02888,Delhi,Yes,4
C02889,Guntur,Yes,4
C02890,Bangalore,No,3
C02891,Mumbai,No,1
C02892,Chennai,Yes,5
C02893,Hyderabad,Yes,4
C02894,Vizag,No,3
C02895,Vijayawada,Yes,3
C02896,Guntur,No,4
C02897,Hyderabad,No,2
C02898,Mumbai,Yes,1
C02899,Pune,No,4
C02900,Chennai,Yes,4
C02901,Vizag,Yes,3
C02902,Chennai,Yes,2
C02903,Hyderabad,No,4
C02904,Chennai,Yes,3
C02905,Pune,Yes,3
C02906,Hyderabad,No,3
C02907,Vizag,Yes,3
C02908,Bangalore,Yes,3
C02909,Vijayawada,No,5
C02910,Hyderabad,No,3
C02911,Warangal,No,3
C02912,Pune,No,3
C02913,Hyderabad,Yes,4
C02914,Hyderabad,Yes,5
C02915,Warangal,Yes,4
C02916,Vizag,Yes,5
C02917,Hyderabad,Yes,2
C02918,Vijayawada,No,5
C02919,Chennai,Yes,3
C02920,Vizag,Yes,1
C02921,Vijayawada,Yes,3
C02922,Vizag,Yes,3
C02923,Vijayawada,Yes,4
C02924,Pune,Yes,4
C02925,Vijayawada,Yes,4
C02926,Delhi,Yes,2
C02927,Vijayawada,No,4
C02928,Bangalore,No,3
C02929,Bangalore,Yes,4
C02930,Guntur,No,1
C02931,Delhi,Yes,1
C02932,Delhi,Yes,4
C02933,Chennai,Yes,5
C02934,Delhi,Yes,4
C02935,Chennai,No,1
C02936,Guntur,Yes,3
C02937,Guntur,No,3
C02938,Pune,Yes,4
C02939,Bangalore,Yes,4
C02940,Vijayawada,No,3
C02941,Vijayawada,Yes,3
C02942,Warangal,Yes,4
C02943,Warangal,Yes,3
C02944,Mumbai,Yes,2
C02945,Vizag,Yes,4
C02946,Pune,Yes,3
C02947,Mumbai,Yes,5
C02948,Mumbai,Yes,4
C02949,Hyderabad,Yes,3
C02950,Hyderabad,Yes,3
C02951,Mumbai,Yes,3
C02952,Delhi,Yes,4
C02953,Vizag,Yes,5
C02954,Pune,Yes,3
C02955,Mumbai,Yes,5
C02956,Vijayawada,Yes,4
C02957,Vizag,Yes,5
C02958,Hyderabad,Yes,4
C02959,Vijayawada,Yes,4
C02960,Hyderabad,Yes,4
C02961,Hyderabad,Yes,5
C02962,Vizag,Yes,3
C02963,Hyderabad,Yes,5
C02964,Guntur,Yes,4
C02965,Bangalore,Yes,4
C02966,Guntur,No,5
C02967,Bangalore,Yes,5
C02968,Warangal,No,4
C02969,Warangal,No,3
C02970,Hyderabad,Yes,5
C02971,Pune,Yes,4
C02972,Pune,Yes,4
C02973,Bangalore,Yes,5
C02974,Vijayawada,Yes,3
C02975,Vizag,No,2
C02976,Hyderabad,No,4
C02977,Vizag,Yes,2
C02978,Guntur,Yes,4
C02979,Pune,Yes,3
C02980,Delhi,No,2
C02981,Guntur,No,4
C02982,Guntur,No,4
C02983,Bangalore,Yes,3
C02984,Chennai,Yes,1
C02985,Guntur,Yes,4
C02986,Hyderabad,Yes,4
C02987,Mumbai,No,5
C02988,Mumbai,No,2
C02989,Hyderabad,Yes,4
C02990,Chennai,Yes,3
C02991,Chennai,Yes,3
C02992,Bangalore,No,5
C02993,Pune,Yes,3
C02994,Vizag,Yes,3
C02995,Chennai,Yes,3
C02996,Delhi,Yes,5
C02997,Bangalore,No,4
C02998,Warangal,Yes,4
C02999,Vijayawada,Yes,4
C03000,Warangal,Yes,3
C03001,Bangalore,Yes,5
C03002,Guntur,Yes,1
C03003,Vizag,Yes,4
C03004,Vijayawada,Yes,4
C03005,Warangal,No,2
C03006,Vijayawada,Yes,3
C03007,Delhi,Yes,4
C03008,Delhi,Yes,3
C03009,Delhi,Yes,3
C03010,Bangalore,Yes,2
C03011,Vizag,No,4
C03012,Bangalore,Yes,5
C03013,Mumbai,Yes,5
C03014,Guntur,Yes,4
C03015,Guntur,Yes,4
C03016,Delhi,Yes,3
C03017,Mumbai,Yes,3
C03018,Chennai,Yes,5
C03019,Chennai,Yes,4
C03020,Delhi,Yes,4
C03021,Warangal,Yes,4
C03022,Bangalore,Yes,5
C03023,Delhi,Yes,5
C03024,Pune,Yes,3
C03025,Vijayawada,No,3
C03026,Guntur,Yes,4
C03027,Chennai,Yes,3
C03028,Hyderabad,Yes,5
C03029,Chennai,No,3
C03030,Guntur,No,4
C03031,Vijayawada,Yes,4
C03032,Guntur,Yes,4
C03033,Hyderabad,No,3
C03034,Delhi,Yes,5
C03035,Mumbai,Yes,3
C03036,Hyderabad,No,4
C03037,Guntur,Yes,4
C03038,Guntur,Yes,2
C03039,Pune,No,5
C03040,Pune,Yes,4
C03041,Vizag,Yes,4
C03042,Pune,Yes,4
C03043,Bangalore,Yes,4
C03044,Mumbai,Yes,2
C03045,Vijayawada,Yes,4
C03046,Hyderabad,Yes,4
C03047,Guntur,No,2
C03048,Vizag,Yes,4
C03049,Vizag,No,4
C03050,Vijayawada,No,4
C03051,Mumbai,Yes,2
C03052,Hyderabad,Yes,3
C03053,Chennai,No,2
C03054,Pune,Yes,4
C03055,Delhi,Yes,5
C03056,Vizag,Yes,1
C03057,Pune,No,3
C03058,Pune,Yes,4
C03059,Bangalore,Yes,1
C03060,Mumbai,Yes,1
C03061,Delhi,No,4
C03062,Chennai,Yes,4
C03063,Guntur,Yes,4
C03064,Bangalore,Yes,4
C03065,Pune,Yes,3
C03066,Pune,Yes,5
C03067,Warangal,Yes,1
C03068,Delhi,Yes,3
C03069,Delhi,No,3
C03070,Warangal,Yes,3
C03071,Delhi,Yes,3
C03072,Pune,No,4
C03073,Vizag,Yes,4
C03074,Hyderabad,Yes,3
C03075,Pune,No,4
C03076,Bangalore,Yes,4
C03077,Mumbai,Yes,3
C03078,Warangal,Yes,3
C03079,Chennai,Yes,3
C03080,Guntur,Yes,2
C03081,Chennai,No,4
C03082,Pune,Yes,1
C03083,Bangalore,Yes,3
C03084,Pune,Yes,2
C03085,Mumbai,No,5
C03086,Vizag,No,1
C03087,Guntur,Yes,4
C03088,Mumbai,No,1
C03089,Warangal,No,4
C03090,Warangal,Yes,5
C03091,Pune,Yes,4
C03092,Bangalore,Yes,5
C03093,Mumbai,No,4
C03094,Vijayawada,No,4
C03095,Bangalore,Yes,4
C03096,Vizag,Yes,3
C03097,Warangal,Yes,4
C03098,Pune,No,5
C03099,Delhi,No,3
C03100,Warangal,Yes,5
C03101,Guntur,Yes,4
C03102,Hyderabad,Yes,4
C03103,Delhi,No,4
C03104,Pune,Yes,5
C03105,Vijayawada,Yes,3
C03106,Delhi,No,1
C03107,Guntur,Yes,4
C03108,Bangalore,No,5
C03109,Vijayawada,Yes,4
C03110,Warangal,Yes,3
C03111,Vijayawada,No,3
C03112,Mumbai,Yes,5
C03113,Guntur,Yes,1
C03114,Delhi,Yes,4
C03115,Mumbai,Yes,3
C03116,Vijayawada,Yes,3
C03117,Mumbai,No,3
C03118,Chennai,No,3
C03119,Guntur,No,4
C03120,Vizag,Yes,3
C03121,Bangalore,No,3
C03122,Vijayawada,No,4
C03123,Guntur,Yes,5
C03124,Vizag,Yes,4
C03125,Vizag,Yes,2
C03126,Pune,No,1
C03127,Mumbai,Yes,4
C03128,Vizag,No,5
C03129,Chennai,Yes,3
C03130,Guntur,No,3
C03131,Hyderabad,Yes,4
C03132,Hyderabad,Yes,4
C03133,Vijayawada,Yes,4
C03134,Warangal,Yes,2
C03135,Mumbai,No,3
C03136,Warangal,No,3
C03137,Vizag,Yes,3
C03138,Guntur,Yes,5
C03139,Vijayawada,Yes,1
C03140,Delhi,Yes,4
C03141,Vizag,Yes,4
C03142,Mumbai,No,3
C03143,Hyderabad,No,5
C03144,Pune,Yes,4
C03145,Guntur,Yes,5
C03146,Bangalore,Yes,3
C03147,Warangal,Yes,2
C03148,Vijayawada,Yes,2
C03149,Warangal,Yes,3
C03150,Guntur,Yes,4
C03151,Warangal,Yes,5
C03152,Guntur,Yes,3
C03153,Warangal,Yes,5
C03154,Chennai,Yes,4
C03155,Delhi,No,4
C03156,Vizag,No,3
C03157,Vizag,No,3
C03158,Mumbai,Yes,5
